municipality,var
Lærdal,"[(61.102710351162756, 7.4853903908610935)]"
Naustdal,"[(61.51664610683815, 5.721162440393501)]"
Sogndal,"[(61.19917176090215, 6.527076309355762)]"
Solund,"[(61.07322498547598, 4.8438913990788555)]"
Stryn,"[(61.90603749560848, 6.713745052850924)]"
Vik,"[(61.08603344654245, 6.594852330123415)]"
Årdal,"[(61.24053367424455, 7.695632655939241)]"
Sunnfjord,"[(61.453332172341796, 5.853496444702768)]"
Aukra,"[(62.816027437842514, 6.8321448351772585)]"
Aure,"[(63.2649003056785, 8.52674716120394)]"
Averøy,"[(63.01426359806869, 7.471597173921673)]"
Hustadvika,"[(62.852708500771904, 7.157758027890752)]"
Fræna,"[(62.852708500771904, 7.157758027890752)]"
Giske,"[(62.5024974979786, 6.137146821153617)]"
Gjemnes,"[(62.89301521878577, 8.09573635424782)]"
Halsa,"[(63.07184057746215, 8.25194779394511)]"
Haram,"[(62.593981507959114, 6.442955130771499)]"
Hareid,"[(62.368482579754335, 6.021344349114569)]"
Herøy Møre og Romsdal,"[(62.34314053052151, 5.639924320773372)]"
Kristiansund,"[(63.10879745080633, 7.725816830552692)]"
Midsund,"[(62.680222776672096, 6.673376454842749)]"
Molde,"[(62.73602795151249, 7.169241662324844)]"
Nesset,"[(62.774297685438434, 8.064628001922747)]"
Norddal,"[(62.29811193390707, 7.245234119948996)]"
Rauma,"[(62.565502228845226, 7.683635894555682)]"
Rindal,"[(63.05133072117352, 9.209389466459474)]"
Sande,"[(62.21137594398389, 5.564860446085211)]"
Skodje,"[(62.5091720913052, 6.682382114499873)]"
Smøla,"[(63.45720199213117, 8.01991996100163)]"
Stordal,"[(62.38283250809254, 6.989928471514243)]"
Stranda,"[(62.30839600580485, 6.951676377798827)]"
Sula,"[(62.44285633052541, 6.19396204270058)]"
Sunndal,"[(62.671792113891, 8.559151618252091)]"
Surnadal,"[(62.984816658629505, 8.707887409871875)]"
Sykkylven,"[(62.38561952363006, 6.5806912942581794)]"
Tingvoll,"[(62.91560784674203, 8.189238702059427)]"
Ulstein,"[(62.34834539612037, 5.8523354845842075)]"
Vanylven,"[(62.102514880211785, 5.560387523285308)]"
Vestnes,"[(62.61389007885601, 7.084084020614884)]"
Volda,"[(62.145575989658354, 6.068640211486032)]"
Ørskog,"[(62.48163208200279, 6.826709371424192)]"
Fjord,"[(62.29811193390707, 7.245234119948996)]"
Ørsta,"[(62.20369862950277, 6.128757783751684)]"
Ålesund,"[(62.4758909982943, 6.145097908764581)]"
Flatanger,"[(64.45497781873507, 10.768157841861427)]"
Frosta,"[(63.591657394476094, 10.755813826736436)]"
Frøya,"[(63.728594172106334, 8.827015946466986)]"
Grong,"[(64.46429272845953, 12.307010389738938)]"
Heim,"[(63.42468440658248, 9.093726236574447)]"
Hitra,"[(63.59986609284944, 8.976398426328062)]"
Holtålen,"[(62.84230791347333, 11.277355929509632)]"
Høylandet,"[(64.64394194138305, 12.310157265479807)]"
Inderøy,"[(63.87588144109952, 11.283695177839366)]"
Indre Fosen,"[(63.583497910351646, 9.94960123054083)]"
Klæbu,"[(63.29549132659339, 10.479842084883805)]"
Leka,"[(65.08992996772285, 11.711465553944471)]"
Levanger,"[(63.74154931317699, 11.301368577821727)]"
Lierne,"[(64.46429959518534, 13.596554379456991)]"
Malvik,"[(63.413242598503935, 10.802312576700318)]"
Orkland,"[(63.30067044500781, 9.839334670974132)]"
Meråker,"[(63.41089050346861, 11.745000991065037)]"
Midtre Gauldal,"[(63.03726640875218, 10.28229953111553)]"
Namsos,"[(64.47409934143325, 11.494175392966323)]"
Namsskogan,"[(64.74250547485002, 12.846773702483056)]"
Oppdal,"[(62.59330285470513, 9.689506598702911)]"
Selbu,"[(63.22200792402293, 11.029344882918963)]"
Trondheim,"[(63.427773682320044, 10.398749995566046)]"
Tydal,"[(63.040295025883715, 11.647927303556441)]"
Verdal,"[(63.79138739252782, 11.498015519121315)]"
Ørland,"[(63.76762191752741, 9.815016460870032)]"
Stjørdal,"[(63.470428940722016, 10.914503997582795)]"
Osen,"[(64.2948820437432, 10.5236523820322)]"
Skaun,"[(63.327009322118016, 10.074755353437435)]"
Melhus,"[(63.28903419640554, 10.281070338367686)]"
Nærøysund,"[(64.96464268029044, 12.172010227310327)]"
Steinkjer,"[(64.01581382093555, 11.490379799651901)]"
Åfjord,"[(63.96180916456529, 10.229252113085431)]"
Rennebu,"[(62.85228259202891, 9.878975814776474)]"
Overhalla,"[(64.49324512965697, 11.950067699534)]"
Røros,"[(62.575630128061036, 11.388720026205055)]"
Røyrvik,"[(64.88570735548143, 13.553473948510973)]"
Snåsa,"[(64.24094638656474, 12.370046967536739)]"
Alstahaug,"[(66.02260078209281, 12.606841187415393)]"
Andøy,"[(69.31144174920647, 16.128700534329237)]"
Ballangen,"[(68.33672659472504, 16.80862233403009)]"
Beiarn,"[(67.00948007300879, 14.575543754024862)]"
Bindal,"[(65.08502762701238, 12.372121425805513)]"
Bodø,"[(67.27797797397281, 14.385200458946269)]"
Brønnøy,"[(65.46809790265662, 12.204099793445673)]"
Bø Vesterålen,"[(68.61476509030669, 14.471650967497194)]"
Dønna,"[(66.20187252036116, 12.589882881187016)]"
Evenes,"[(68.52273912825297, 17.019399390241713)]"
Fauske,"[(67.26075840282691, 15.382522317798035)]"
Flakstad,"[(68.09493869499889, 13.234391179664769)]"
Gildeskål,"[(67.06101351880804, 14.045795679871427)]"
Grane,"[(65.53916509630551, 13.387447929515277)]"
Hadsel,"[(68.56175895537702, 14.914193059228332)]"
Hamarøy,"[(68.08520094717741, 15.63624812635025)]"
Hattfjelldal,"[(65.59821582485219, 13.991277545473329)]"
Hemnes,"[(66.22355540395782, 13.632909027444025)]"
Herøy Nordland,"[(65.98126634596547, 12.280242092358307)]"
Leirfjord,"[(66.06324375535522, 12.934503450725478)]"
Lurøy,"[(66.39404946072474, 12.840099659330882)]"
Lødingen,"[(68.4064046307901, 15.986144625857742)]"
Meløy,"[(66.87024503116082, 13.710991808595145)]"
Moskenes,"[(67.93170222894427, 13.079783700599673)]"
Narvik,"[(68.43657862582849, 17.426417698912623)]"
Nesna,"[(66.19917491265197, 13.034484695551873)]"
Rana,"[(66.30795093777176, 14.141343283625615)]"
Rødøy,"[(66.7136935076549, 13.288375192922278)]"
Saltdal,"[(67.09924120359364, 15.402999446381301)]"
Sortland,"[(68.69582086607433, 15.406944682627895)]"
Steigen,"[(67.78146531915962, 15.011848686671604)]"
Sømna,"[(65.31454918562362, 12.15597888320676)]"
Sørfold,"[(67.34982195062621, 15.593374488305924)]"
Tjeldsund,"[(68.58124781528284, 16.582816355596343)]"
Tysfjord,"[(68.1997061551419, 16.049645680366087)]"
Vefsn,"[(65.84212487396545, 13.193243504924022)]"
Vega,"[(65.67899386703301, 11.963570665664054)]"
Vestvågøy,"[(68.15239435753469, 13.615351324170668)]"
Vevelstad,"[(65.69673526032997, 12.440911562310621)]"
Værøy,"[(67.66656297068356, 12.700339687363734)]"
Vågan,"[(68.23829949672493, 14.552861351790101)]"
Øksnes,"[(68.91153114293967, 15.08716245805983)]"
Balsfjord,"[(69.23625849932804, 19.23646965419408)]"
Bardu,"[(68.86078037502783, 18.343263790502405)]"
Dyrøy,"[(69.04587622338833, 17.49364144932888)]"
Kåfjord,"[(69.60399366386979, 20.54717704916679)]"
Gratangen,"[(68.69497514445221, 17.55316256593772)]"
Harstad,"[(68.79686992514236, 16.548585905942666)]"
Ibestad,"[(68.7811302935228, 17.16667390281893)]"
Karlsøy,"[(69.96357141096674, 19.619672454694214)]"
Kvæfjord,"[(68.77277979424127, 16.200359776721978)]"
Kvænangen,"[(69.83369685801448, 21.939472481154333)]"
Lavangen,"[(68.77169372696595, 17.809631636675636)]"
Lenvik,"[(69.23532444061333, 17.995992603335598)]"
Lyngen,"[(69.57775409161225, 20.23115647835261)]"
Målselv,"[(69.1247638830138, 18.61026121872598)]"
Nordreisa,"[(69.76800792451962, 21.032542054720942)]"
Salangen,"[(68.86981372624837, 17.846955669024425)]"
Skjervøy,"[(70.03995616341412, 20.979744563900837)]"
Storfjord,"[(69.27108123152274, 19.953837149487885)]"
Sørreisa,"[(69.15157703053279, 18.160918809661904)]"
Senja,"[(69.23532444061333, 17.995992603335598)]"
Tranøy,"[(69.14551426739058, 17.429455816854695)]"
Tromsø,"[(69.65612260886269, 18.95862479429296)]"
Alta,"[(69.97339722134745, 23.303297698570294)]"
Berlevåg,"[(70.85945086339628, 29.089117457576904)]"
Båtsfjord,"[(70.63550342477077, 29.704884145027094)]"
Deatnu,"[(70.20296336123714, 28.198775675538833)]"
Gamvik,"[(71.04147355360465, 27.86819679215521)]"
Kautokeino,"[(69.00993506966131, 23.036894547279235)]"
Hammerfest,"[(70.6601431489694, 23.697329832073535)]"
Hasvik,"[(70.59472102377205, 22.310216223393695)]"
Karasjok,"[(69.4739021339731, 25.509165593645317)]"
Kvalsund,"[(62.33924964970675, 5.582774940849589)]"
Lebesby,"[(70.94859599804171, 27.359071236032843)]"
Loppa,"[(70.2325140824077, 22.34084359965634)]"
Måsøy,"[(71.0016050020247, 24.655278449326342)]"
Nordkapp,"[(70.98164244871413, 25.982323458310685)]"
Porsanger,"[(70.05121927955842, 24.952440129833207)]"
Sør-Varanger,"[(69.72339823235147, 30.037381851628197)]"
Nesseby,"[(70.16691702484962, 28.55303337930349)]"
Vadsø,"[(70.07867209941143, 29.760076337227076)]"
